,Event Title,Fighter A,Fighter B,Winner,Odds A,Odds B,Underdog,Favorite
3924,UFC Fight Night: Vettori vs. Cannonier,Muslim Salikhov,Nicolas Dalby,Nicolas Dalby,1.59,2.65,Nicolas Dalby,Muslim Salikhov
3925,UFC Fight Night: Vettori vs. Cannonier,Jimmy Flick,Alessandro Costa,Alessandro Costa,3.6,1.36,Jimmy Flick,Alessandro Costa
3926,UFC Fight Night: Vettori vs. Cannonier,Kyung Ho Kang,Christian Quinonez,Kyung Ho Kang,2.3,1.74,Kyung Ho Kang,Christian Quinonez
3927,UFC Fight Night: Vettori vs. Cannonier,Carlos Hernandez,Denys Bondar,Carlos Hernandez,2.4,1.72,Carlos Hernandez,Denys Bondar
3928,UFC Fight Night: Vettori vs. Cannonier,Tereza Bleda,Gabriella Fernandes,Tereza Bleda,1.44,3.1,Gabriella Fernandes,Tereza Bleda
3929,UFC Fight Night: Vettori vs. Cannonier,Modestas Bukauskas,Zac Pauga,Modestas Bukauskas,1.53,2.75,Zac Pauga,Modestas Bukauskas
3930,UFC Fight Night: Emmett vs. Topuria,Ilia Topuria,Josh Emmett,Ilia Topuria,1.3,4.1,Josh Emmett,Ilia Topuria
3931,UFC Fight Night: Emmett vs. Topuria,Amanda Ribas,Maycee Barber,Maycee Barber,1.53,2.7,Maycee Barber,Amanda Ribas
3932,UFC Fight Night: Emmett vs. Topuria,David Onama,Gabriel Santos,David Onama,2.88,1.48,David Onama,Gabriel Santos
3933,UFC Fight Night: Emmett vs. Topuria,Brendan Allen,Bruno Silva,Brendan Allen,1.53,2.9,Bruno Silva,Brendan Allen
3934,UFC Fight Night: Emmett vs. Topuria,Neil Magny,Phil Rowe,Neil Magny,1.59,2.55,Phil Rowe,Neil Magny
3935,UFC Fight Night: Emmett vs. Topuria,Randy Brown,Wellington Turman,Randy Brown,1.42,3.2,Wellington Turman,Randy Brown
3936,UFC Fight Night: Emmett vs. Topuria,Mateusz Rebecki,Loik Radzhabov,Mateusz Rebecki,1.87,2.2,Loik Radzhabov,Mateusz Rebecki
3937,UFC Fight Night: Emmett vs. Topuria,Tabatha Ricci,Gillian Robertson,Tabatha Ricci,1.81,2.1,Gillian Robertson,Tabatha Ricci
3938,UFC Fight Night: Emmett vs. Topuria,Zhalgas Zhumagulov,Joshua Van,Joshua Van,1.5,2.9,Joshua Van,Zhalgas Zhumagulov
3939,UFC Fight Night: Emmett vs. Topuria,Trevor Peek,Jose Mariscal,Jose Mariscal,1.83,2.35,Jose Mariscal,Trevor Peek
3940,UFC Fight Night: Emmett vs. Topuria,Jamall Emmers,Jack Jenkins,Jack Jenkins,1.53,2.75,Jack Jenkins,Jamall Emmers
3941,UFC Fight Night: Emmett vs. Topuria,Cody Brundage,Sedriques Dumas,Sedriques Dumas,1.71,2.5,Sedriques Dumas,Cody Brundage
3942,UFC Fight Night: Strickland vs. Magomedov,Sean Strickland,Abusupiyan Magomedov,Sean Strickland,1.67,2.36,Abusupiyan Magomedov,Sean Strickland
3943,UFC Fight Night: Strickland vs. Magomedov,Grant Dawson,Damir Ismagulov,Grant Dawson,2.2,1.86,Grant Dawson,Damir Ismagulov
3944,UFC Fight Night: Strickland vs. Magomedov,Max Griffin,Michael Morales,Michael Morales,3.2,1.4,Max Griffin,Michael Morales
3945,UFC Fight Night: Strickland vs. Magomedov,Ariane Lipski,Melissa Gatto,Ariane Lipski,3.05,1.43,Ariane Lipski,Melissa Gatto
3946,UFC Fight Night: Strickland vs. Magomedov,Ismael Bonfim,Benoit Saint-Denis,Benoit Saint-Denis,1.37,3.35,Benoit Saint-Denis,Ismael Bonfim
3947,UFC Fight Night: Strickland vs. Magomedov,Nursulton Ruziboev,Brunno Ferreira,Nursulton Ruziboev,3,1.45,Nursulton Ruziboev,Brunno Ferreira
3948,UFC Fight Night: Strickland vs. Magomedov,Kevin Lee,Rinat Fakhretdinov,Rinat Fakhretdinov,2.8,1.48,Kevin Lee,Rinat Fakhretdinov
3949,UFC Fight Night: Strickland vs. Magomedov,Joanderson Brito,Westin Wilson,Joanderson Brito,1.08,10,Westin Wilson,Joanderson Brito
3950,UFC Fight Night: Strickland vs. Magomedov,Yana Santos,Karol Rosa,Karol Rosa,2.7,1.57,Yana Santos,Karol Rosa
3951,UFC Fight Night: Strickland vs. Magomedov,Guram Kutateladze,Elves Brenner,Elves Brenner,1.15,6.5,Elves Brenner,Guram Kutateladze
3952,UFC Fight Night: Strickland vs. Magomedov,Ivana Petrovic,Luana Carolina,Luana Carolina,1.56,2.65,Luana Carolina,Ivana Petrovic
3953,UFC Fight Night: Strickland vs. Magomedov,Alexander Romanov,Blagoy Ivanov,Alexander Romanov,1.75,2.25,Blagoy Ivanov,Alexander Romanov
3954,UFC 290,Alex Volkanovski,Yair Rodriguez,Alex Volkanovski,1.27,3.9,Yair Rodriguez,Alex Volkanovski
3955,UFC 290,Brandon Moreno,Alexandre Pantoja,Alexandre Pantoja,1.53,2.66,Alexandre Pantoja,Brandon Moreno
3956,UFC 290,Robert Whittaker,Dricus Du Plessis,Dricus Du Plessis,1.3,4,Dricus Du Plessis,Robert Whittaker
3957,UFC 290,Jalin Turner,Daniel Hooker,Daniel Hooker,1.33,3.45,Daniel Hooker,Jalin Turner
3958,UFC 290,Bo Nickal,Valentine Woodburn,Bo Nickal,1.07,14,Valentine Woodburn,Bo Nickal
3959,UFC 290,Robbie Lawler,Niko Price,Robbie Lawler,2.85,1.5,Robbie Lawler,Niko Price
3960,UFC 290,Tatsuro Taira,Edgar Chairez,Tatsuro Taira,1.12,11,Edgar Chairez,Tatsuro Taira
3961,UFC 290,Yazmin Jauregui,Denise Gomes,Denise Gomes,1.27,4.1,Denise Gomes,Yazmin Jauregui
3962,UFC 290,Jim Crute,Alonzo Menifield,Alonzo Menifield,1.72,2.35,Alonzo Menifield,Jim Crute
3963,UFC 290,Vitor Petrino,Marcin Prachnio,Vitor Petrino,1.43,3.25,Marcin Prachnio,Vitor Petrino
3964,UFC 290,Cameron Saaiman,Terrence Mitchell,Cameron Saaiman,1.18,5.5,Terrence Mitchell,Cameron Saaiman
3965,UFC 290,Shannon Ross,Jesus Santos Aguilar,Jesus Santos Aguilar,2.28,1.72,Shannon Ross,Jesus Santos Aguilar
3966,UFC 290,Kamuela Kirk,Esteban Ribovics,Esteban Ribovics,2.45,1.67,Kamuela Kirk,Esteban Ribovics
3967,UFC Fight Night: Holm vs. Bueno Silva,Holly Holm,Mayra Bueno Silva,Mayra Bueno Silva,1.6,2.5,Mayra Bueno Silva,Holly Holm
3968,UFC Fight Night: Holm vs. Bueno Silva,Jack Della Maddalena,Bassil Hafez,Jack Della Maddalena,1.18,6,Bassil Hafez,Jack Della Maddalena
3969,UFC Fight Night: Holm vs. Bueno Silva,Ottman Azaitar,Francisco Prado,Francisco Prado,2,1.91,Ottman Azaitar,Francisco Prado
3970,UFC Fight Night: Holm vs. Bueno Silva,Albert Duraev,Jun Yong Park,Jun Yong Park,2.3,1.71,Albert Duraev,Jun Yong Park
3971,UFC Fight Night: Holm vs. Bueno Silva,Norma Dumont,Chelsea Chandler,Norma Dumont,1.72,2.3,Chelsea Chandler,Norma Dumont
3972,UFC Fight Night: Holm vs. Bueno Silva,Terrance McKinney,Nazim Sadykhov,Nazim Sadykhov,2.45,1.67,Terrance McKinney,Nazim Sadykhov
3973,UFC Fight Night: Holm vs. Bueno Silva,Tucker Lutz,Melsik Bagdasaryan,Melsik Bagdasaryan,2.4,1.68,Tucker Lutz,Melsik Bagdasaryan
3974,UFC Fight Night: Holm vs. Bueno Silva,Istela Nunes,Viktoriya Dudakova,Viktoriya Dudakova,2.8,1.53,Istela Nunes,Viktoriya Dudakova
3975,UFC Fight Night: Holm vs. Bueno Silva,Austin Lingo,Melquizael Costa,Melquizael Costa,2.95,1.45,Austin Lingo,Melquizael Costa
3976,UFC Fight Night: Holm vs. Bueno Silva,Evan Elder,Genaro Valdez,Evan Elder,1.33,3.5,Genaro Valdez,Evan Elder
3977,UFC Fight Night: Holm vs. Bueno Silva,Tyson Nam,Azat Maksum,Azat Maksum,4.5,1.26,Tyson Nam,Azat Maksum
3978,UFC Fight Night: Holm vs. Bueno Silva,Carl Deaton,Alex Munoz,Alex Munoz,3,1.48,Carl Deaton,Alex Munoz
3979,UFC Fight Night: Holm vs. Bueno Silva,Ashlee Evans-Smith,Ailin Perez,Ailin Perez,3.3,1.45,Ashlee Evans-Smith,Ailin Perez
3980,UFC Fight Night: Aspinall vs. Tybura,Tom Aspinall,Marcin Tybura,Tom Aspinall,1.22,5.2,Marcin Tybura,Tom Aspinall
3981,UFC Fight Night: Aspinall vs. Tybura,Molly McCann,Julija Stoliarenko,Julija Stoliarenko,1.5,2.88,Julija Stoliarenko,Molly McCann
3982,UFC Fight Night: Aspinall vs. Tybura,Andre Fili,Nathaniel Wood,Nathaniel Wood,2.88,1.51,Andre Fili,Nathaniel Wood
3983,UFC Fight Night: Aspinall vs. Tybura,Paul Craig,Andre Muniz,Paul Craig,3,1.45,Paul Craig,Andre Muniz
3984,UFC Fight Night: Aspinall vs. Tybura,Jai Herbert,Fares Ziam,Fares Ziam,2.5,1.67,Jai Herbert,Fares Ziam
3985,UFC Fight Night: Aspinall vs. Tybura,Lerone Murphy,Joshua Culibao,Lerone Murphy,1.71,2.35,Joshua Culibao,Lerone Murphy
3986,UFC Fight Night: Aspinall vs. Tybura,Davey Grant,Daniel Marcos,Daniel Marcos,2.3,1.74,Davey Grant,Daniel Marcos
3987,UFC Fight Night: Aspinall vs. Tybura,Danny Roberts,Jonny Parsons,Jonny Parsons,1.75,2.3,Jonny Parsons,Danny Roberts
3988,UFC Fight Night: Aspinall vs. Tybura,Marc Diakiese,Joel Alvarez,Joel Alvarez,2.85,1.53,Marc Diakiese,Joel Alvarez
3989,UFC Fight Night: Aspinall vs. Tybura,Michael Parkin,Jamal Pogues,Michael Parkin,2.34,1.74,Michael Parkin,Jamal Pogues
3990,UFC Fight Night: Aspinall vs. Tybura,Makhmud Muradov,Bryan Barberena,Makhmud Muradov,1.31,4,Bryan Barberena,Makhmud Muradov
3991,UFC Fight Night: Aspinall vs. Tybura,Ketlen Vieira,Pannie Kianzad,Ketlen Vieira,1.68,2.4,Pannie Kianzad,Ketlen Vieira
3992,UFC Fight Night: Aspinall vs. Tybura,Chris Duncan (2),Yanal Ashmoz,Chris Duncan (2),1.77,2.26,Yanal Ashmoz,Chris Duncan (2)
3993,UFC Fight Night: Aspinall vs. Tybura,Bruna Brasil,Shauna Bannon,Bruna Brasil,1.7,2.25,Shauna Bannon,Bruna Brasil
3994,UFC Fight Night: Aspinall vs. Tybura,Jafel Filho,Daniel Barez,Jafel Filho,1.95,2,Daniel Barez,Jafel Filho
3995,UFC 291,Dustin Poirier,Justin Gaethje,Justin Gaethje,1.67,2.35,Justin Gaethje,Dustin Poirier
3996,UFC 291,Alex Pereira,Jan Blachowicz,Alex Pereira,2.05,1.95,Alex Pereira,Jan Blachowicz
3997,UFC 291,Derrick Lewis,Marcos Rogerio de Lima,Derrick Lewis,2.85,1.5,Derrick Lewis,Marcos Rogerio de Lima
3998,UFC 291,Tony Ferguson,Bobby Green,Bobby Green,4,1.29,Tony Ferguson,Bobby Green
3999,UFC 291,Michael Chiesa,Kevin Holland,Kevin Holland,2.3,1.74,Michael Chiesa,Kevin Holland
4000,UFC 291,Trevin Giles,Gabriel Bonfim,Gabriel Bonfim,3.95,1.3,Trevin Giles,Gabriel Bonfim
4001,UFC 291,Carlos Vergara,Vinicius Salvador,Carlos Vergara,1.67,2.5,Vinicius Salvador,Carlos Vergara
4002,UFC 291,Claudio Ribeiro,Roman Kopylov,Roman Kopylov,3,1.48,Claudio Ribeiro,Roman Kopylov
4003,UFC 291,Jake Matthews,Darrius Flowers,Jake Matthews,1.4,3.4,Darrius Flowers,Jake Matthews
4004,UFC 291,Matt Semelsberger,Uros Medic,Uros Medic,1.5,2.85,Uros Medic,Matt Semelsberger
4005,UFC 291,Miranda Maverick,Priscila Cachoeira,Miranda Maverick,1.36,3.5,Priscila Cachoeira,Miranda Maverick
4006,UFC Fight Night: Luque vs. Dos Anjos,Vicente Luque,Rafael dos Anjos,Vicente Luque,2.05,1.87,Vicente Luque,Rafael dos Anjos
4007,UFC Fight Night: Luque vs. Dos Anjos,Cub Swanson,Hakeem Dawodu,Cub Swanson,2.9,1.44,Cub Swanson,Hakeem Dawodu
4008,UFC Fight Night: Luque vs. Dos Anjos,Khalil Rountree,Chris Daukaus,Khalil Rountree,1.57,2.63,Chris Daukaus,Khalil Rountree
4009,UFC Fight Night: Luque vs. Dos Anjos,Polyana Viana,Iasmin Lucindo,Iasmin Lucindo,2.63,1.54,Polyana Viana,Iasmin Lucindo
4010,UFC Fight Night: Luque vs. Dos Anjos,Tafon Nchukwi,AJ Dobson,AJ Dobson,1.7,2.25,AJ Dobson,Tafon Nchukwi
4011,UFC Fight Night: Luque vs. Dos Anjos,Josh Fremd,Jamie Pickett,Josh Fremd,1.3,3.85,Jamie Pickett,Josh Fremd
4012,UFC Fight Night: Luque vs. Dos Anjos,Marcus McGhee,J.P. Buys,Marcus McGhee,1.29,4,J.P. Buys,Marcus McGhee
4013,UFC Fight Night: Luque vs. Dos Anjos,Terrance McKinney,Mike Breeden,Terrance McKinney,1.37,3.4,Mike Breeden,Terrance McKinney
4014,UFC Fight Night: Luque vs. Dos Anjos,Francis Marshall,Isaac Dulgarian,Isaac Dulgarian,1.62,2.4,Isaac Dulgarian,Francis Marshall
4015,UFC Fight Night: Luque vs. Dos Anjos,Martin Buday,Josh Parisian,Martin Buday,1.51,2.85,Josh Parisian,Martin Buday
4016,UFC Fight Night: Luque vs. Dos Anjos,Montserrat Ruiz,Jaqueline Amorim,Jaqueline Amorim,3.05,1.4,Montserrat Ruiz,Jaqueline Amorim
4017,UFC Fight Night: Luque vs. Dos Anjos,DaMon Blackshear,Jose Johnson,DaMon Blackshear,,,,
4018,UFC Fight Night: Luque vs. Dos Anjos,Juliana Miller,Luana Santos,Luana Santos,2.28,1.68,Juliana Miller,Luana Santos
4019,UFC Fight Night: Holloway vs. Jung,Max Holloway,Chan Sung Jung,Max Holloway,1.15,6.5,Chan Sung Jung,Max Holloway
4020,UFC Fight Night: Holloway vs. Jung,Anthony Smith,Ryan Spann,Anthony Smith,2.25,1.67,Anthony Smith,Ryan Spann
4021,UFC Fight Night: Holloway vs. Jung,Giga Chikadze,Alex Caceres,Giga Chikadze,1.44,2.9,Alex Caceres,Giga Chikadze
4022,UFC Fight Night: Holloway vs. Jung,Rinya Nakamura,Fernando Garcia,Rinya Nakamura,1.14,6,Fernando Garcia,Rinya Nakamura
4023,UFC Fight Night: Holloway vs. Jung,Erin Blanchfield,Taila Santos,Erin Blanchfield,1.77,2.15,Taila Santos,Erin Blanchfield
4024,UFC Fight Night: Holloway vs. Jung,Junior Tafa,Parker Porter,Junior Tafa,,,,
4025,UFC Fight Night: Holloway vs. Jung,Waldo Cortes-Acosta,Lukasz Brzeski,Waldo Cortes-Acosta,,,,
4026,UFC Fight Night: Holloway vs. Jung,Toshiomi Kazama,Garrett Armfield,Garrett Armfield,2.5,1.62,Toshiomi Kazama,Garrett Armfield
4027,UFC Fight Night: Holloway vs. Jung,Chidi Njokuani,Michal Oleksiejczuk,Michal Oleksiejczuk,2,1.83,Chidi Njokuani,Michal Oleksiejczuk
4028,UFC Fight Night: Holloway vs. Jung,Kenan Song,Rolando Bedoya,Kenan Song,3.05,1.43,Kenan Song,Rolando Bedoya
4029,UFC Fight Night: Holloway vs. Jung,Yusaku Kinoshita,Billy Goff,Billy Goff,1.62,2.35,Billy Goff,Yusaku Kinoshita
4030,UFC Fight Night: Holloway vs. Jung,Na Liang,J.J. Aldrich,J.J. Aldrich,5.8,1.17,Na Liang,J.J. Aldrich
4031,UFC Fight Night: Holloway vs. Jung,Seung Woo Choi,Jarno Errens,Seung Woo Choi,1.42,3,Jarno Errens,Seung Woo Choi
4032,UFC 293,Israel Adesanya,Sean Strickland,Sean Strickland,1.22,5.8,Sean Strickland,Israel Adesanya
4033,UFC 293,Tai Tuivasa,Alexander Volkov,Alexander Volkov,3.05,1.41,Tai Tuivasa,Alexander Volkov
4034,UFC 293,Manel Kape,Felipe Dos Santos,Manel Kape,1.24,4.23,Felipe Dos Santos,Manel Kape
4035,UFC 293,Justin Tafa,Austen Lane,Justin Tafa,1.48,2.9,Austen Lane,Justin Tafa
4036,UFC 293,Tyson Pedro,Anton Turkalj,Tyson Pedro,2,1.95,Tyson Pedro,Anton Turkalj
4037,UFC 293,Carlos Ulberg,Da Un Jung,Carlos Ulberg,1.35,3.2,Da Un Jung,Carlos Ulberg
4038,UFC 293,Jack Jenkins,Jose Mariscal,Jose Mariscal,1.49,2.7,Jose Mariscal,Jack Jenkins
4039,UFC 293,Jamie Mullarkey,John Makdessi,Jamie Mullarkey,1.4,3.15,John Makdessi,Jamie Mullarkey
4040,UFC 293,Nasrat Haqparast,Landon Quiñones,Nasrat Haqparast,1.2,4.75,Landon Quiñones,Nasrat Haqparast
4041,UFC 293,Mike Mathetha,Charlie Radtke,Charlie Radtke,3.7,1.4,Mike Mathetha,Charlie Radtke
4042,UFC 293,Shane Young,Gabriel Miranda,Gabriel Miranda,1.62,2.45,Gabriel Miranda,Shane Young
4043,UFC 293,Kevin Jousset,Kiefer Crosbie,Kevin Jousset,1.65,2.45,Kiefer Crosbie,Kevin Jousset
4044,UFC Fight Night: Grasso vs. Shevchenko II,Alexa Grasso,Valentina Shevchenko,Valentina Shevchenko,2,1.98,Alexa Grasso,Valentina Shevchenko
4045,UFC Fight Night: Grasso vs. Shevchenko II,Kevin Holland,Jack Della Maddalena,Kevin Holland,2,1.98,Alexa Grasso,Valentina Shevchenko
4046,UFC Fight Night: Grasso vs. Shevchenko II,Raul Rosas Jr,Terrence Mitchell,Raul Rosas Jr,1.13,6.5,Terrence Mitchell,Raul Rosas Jr
4047,UFC Fight Night: Grasso vs. Shevchenko II,Daniel Zellhuber,Christos Giagos,Daniel Zellhuber,1.4,3.1,Christos Giagos,Daniel Zellhuber
4048,UFC Fight Night: Grasso vs. Shevchenko II,Fernando Padilla,Kyle Nelson,Kyle Nelson,1.4,3.15,Kyle Nelson,Fernando Padilla
4049,UFC Fight Night: Grasso vs. Shevchenko II,Lupita Godinez,Elise Reed,Lupita Godinez,1.24,4.4,Elise Reed,Lupita Godinez
4050,UFC Fight Night: Grasso vs. Shevchenko II,Josh Fremd,Roman Kopylov,Roman Kopylov,4,1.24,Josh Fremd,Roman Kopylov
4051,UFC Fight Night: Grasso vs. Shevchenko II,Tracy Cortez,Jasmine Jasudavicius,Tracy Cortez,1.93,2.1,Jasmine Jasudavicius,Tracy Cortez
4052,UFC Fight Night: Grasso vs. Shevchenko II,Alex Reyes,Charlie Campbell,Charlie Campbell,5,1.18,Alex Reyes,Charlie Campbell
4053,UFC Fight Night: Grasso vs. Shevchenko II,Marnic Mann,Josefine Knutsson,Josefine Knutsson,6,1.14,Marnic Mann,Josefine Knutsson
4054,UFC Fight Night: Fiziev vs. Gamrot,Rafael Fiziev,Mateusz Gamrot,Mateusz Gamrot,1.62,2.4,Mateusz Gamrot,Rafael Fiziev
4055,UFC Fight Night: Fiziev vs. Gamrot,Bryce Mitchell,Dan Ige,Bryce Mitchell,1.5,2.7,Dan Ige,Bryce Mitchell
4056,UFC Fight Night: Fiziev vs. Gamrot,Marina Alcalde Rodriguez,Michelle Waterson,Marina Alcalde Rodriguez,1.33,3.55,Michelle Waterson,Marina Alcalde Rodriguez
4057,UFC Fight Night: Fiziev vs. Gamrot,Bryan Battle,A.J. Fletcher,Bryan Battle,1.56,2.5,A.J. Fletcher,Bryan Battle
4058,UFC Fight Night: Fiziev vs. Gamrot,Charles Jourdain,Ricardo Ramos,Charles Jourdain,1.7,2.2,Ricardo Ramos,Charles Jourdain
4059,UFC Fight Night: Fiziev vs. Gamrot,Miles Johns,Dan Argueta,Miles Johns,2.46,1.58,Miles Johns,Dan Argueta
4060,UFC Fight Night: Fiziev vs. Gamrot,Tim Means,Andre Fialho,Tim Means,2.5,1.57,Tim Means,Andre Fialho
4061,UFC Fight Night: Fiziev vs. Gamrot,Jacob Malkoun,Cody Brundage,Cody Brundage,1.17,5.25,Cody Brundage,Jacob Malkoun
4062,UFC Fight Night: Fiziev vs. Gamrot,Jake Collier,Mohammed Usman,Mohammed Usman,2.02,1.82,Jake Collier,Mohammed Usman
4063,UFC Fight Night: Fiziev vs. Gamrot,Mizuki Inoue,Hannah Goldy,Mizuki Inoue,1.3,3.7,Hannah Goldy,Mizuki Inoue
4064,UFC Fight Night: Fiziev vs. Gamrot,Montserrat Rendon,Tamires Vidal,Montserrat Rendon,2.8,1.44,Montserrat Rendon,Tamires Vidal
4065,UFC Fight Night: Dawson vs. Green,Grant Dawson,Bobby Green,Bobby Green,1.29,4.75,Bobby Green,Grant Dawson
4066,UFC Fight Night: Dawson vs. Green,Abdul Razak Alhassan,Joe Pyfer,Joe Pyfer,4.7,1.29,Abdul Razak Alhassan,Joe Pyfer
4067,UFC Fight Night: Dawson vs. Green,Alex Morono,Joaquin Buckley,Joaquin Buckley,2.64,1.57,Alex Morono,Joaquin Buckley
4068,UFC Fight Night: Dawson vs. Green,Drew Dober,Rick Glenn,Drew Dober,1.25,4.5,Rick Glenn,Drew Dober
4069,UFC Fight Night: Dawson vs. Green,Alexander Hernandez,Bill Algeo,Bill Algeo,1.85,2.05,Bill Algeo,Alexander Hernandez
4070,UFC Fight Night: Dawson vs. Green,Karolina Kowalkiewicz,Diana Belbita,Karolina Kowalkiewicz,1.72,2.19,Diana Belbita,Karolina Kowalkiewicz
4071,UFC Fight Night: Dawson vs. Green,Nathan Maness,Mateus Mendonca,Nathan Maness,3.2,1.4,Nathan Maness,Mateus Mendonca
4072,UFC Fight Night: Dawson vs. Green,Vanessa Demopoulos,Kanako Murata,Vanessa Demopoulos,4,1.3,Vanessa Demopoulos,Kanako Murata
4073,UFC Fight Night: Dawson vs. Green,Qileng Aori,Johnny Munoz,Qileng Aori,1.91,1.95,Johnny Munoz,Qileng Aori
4074,UFC Fight Night: Dawson vs. Green,Montana De La Rosa,J.J. Aldrich,J.J. Aldrich,1.64,2.37,J.J. Aldrich,Montana De La Rosa
4075,UFC Fight Night: Yusuff vs. Barboza,Sodiq Yusuff,Edson Barboza,Edson Barboza,1.61,2.4,Edson Barboza,Sodiq Yusuff
4076,UFC Fight Night: Yusuff vs. Barboza,Jennifer Maia,Viviane Araujo,Viviane Araujo,1.67,2.25,Viviane Araujo,Jennifer Maia
4077,UFC Fight Night: Yusuff vs. Barboza,Adrian Yanez,Jonathan Martinez,Jonathan Martinez,1.89,1.95,Jonathan Martinez,Adrian Yanez
4078,UFC Fight Night: Yusuff vs. Barboza,Michel Pereira,Andre Petroski,Michel Pereira,1.53,2.65,Andre Petroski,Michel Pereira
4079,UFC Fight Night: Yusuff vs. Barboza,Christian Rodriguez,Cameron Saaiman,Christian Rodriguez,1.61,2.38,Cameron Saaiman,Christian Rodriguez
4080,UFC Fight Night: Yusuff vs. Barboza,Darren Elkins,T.J. Brown,Darren Elkins,2.7,1.5,Darren Elkins,T.J. Brown
4081,UFC Fight Night: Yusuff vs. Barboza,Tainara Lisboa,Ravena Oliveira,Tainara Lisboa,1.33,3.4,Ravena Oliveira,Tainara Lisboa
4082,UFC Fight Night: Yusuff vs. Barboza,Terrance McKinney,Brendon Marotte,Terrance McKinney,1.18,5.2,Brendon Marotte,Terrance McKinney
4083,UFC Fight Night: Yusuff vs. Barboza,Irina Alekseeva,Melissa Dixon,Melissa Dixon,2.1,1.67,Irina Alekseeva,Melissa Dixon
4084,UFC Fight Night: Yusuff vs. Barboza,Chris Gutierrez,Heili Alateng,Chris Gutierrez,1.36,3.35,Heili Alateng,Chris Gutierrez
4085,UFC Fight Night: Yusuff vs. Barboza,Ashley Yoder,Emily Ducote,Emily Ducote,3.75,1.3,Ashley Yoder,Emily Ducote
4086,UFC 294,Islam Makhachev,Alex Volkanovski,Islam Makhachev,1.43,3.2,Alex Volkanovski,Islam Makhachev
4087,UFC 294,Kamaru Usman,Khamzat Chimaev,Khamzat Chimaev,4.2,1.33,Kamaru Usman,Khamzat Chimaev
4088,UFC 294,Warlley Alves,Ikram Aliskerov,Ikram Aliskerov,6,1.17,Warlley Alves,Ikram Aliskerov
4089,UFC 294,Said Nurmagomedov,Muin Gafurov,Said Nurmagomedov,1.33,3.7,Muin Gafurov,Said Nurmagomedov
4090,UFC 294,Tim Elliott,Muhammad Mokaev,Muhammad Mokaev,4.6,1.23,Tim Elliott,Muhammad Mokaev
4091,UFC 294,Trevor Peek,Mohammad Yahya,Trevor Peek,1.56,2.7,Mohammad Yahya,Trevor Peek
4092,UFC 294,Sedriques Dumas,Abu Azaitar,Sedriques Dumas,1.43,3.05,Abu Azaitar,Sedriques Dumas
4093,UFC 294,Anshul Jubli,Mike Breeden,Mike Breeden,1.39,3.25,Mike Breeden,Anshul Jubli
4094,UFC 294,Nathaniel Wood,Muhammadjon Naimov,Muhammadjon Naimov,1.33,3.35,Muhammadjon Naimov,Nathaniel Wood
4095,UFC 294,Jinh Yu Frey,Viktoriya Dudakova,Viktoriya Dudakova,5.3,1.2,Jinh Yu Frey,Viktoriya Dudakova
4096,UFC 294,Bruno Silva,Sharabutdin Magomedov,Sharabutdin Magomedov,3.4,1.32,Bruno Silva,Sharabutdin Magomedov
4097,UFC 295,Jiri Prochazka,Alex Pereira,Alex Pereira,2.05,1.93,Jiri Prochazka,Alex Pereira
4098,UFC 295,Tom Aspinall,Sergey Pavlovich,Tom Aspinall,1.95,2.05,Sergey Pavlovich,Tom Aspinall
4099,UFC 295,Jessica Andrade,Mackenzie Dern,Jessica Andrade,3.05,1.5,Jessica Andrade,Mackenzie Dern
4100,UFC 295,Matt Frevola,Benoit Saint-Denis,Benoit Saint-Denis,2.95,1.44,Matt Frevola,Benoit Saint-Denis
4101,UFC 295,Pat Sabatini,Diego Lopes,Diego Lopes,1.87,2.05,Diego Lopes,Pat Sabatini
4102,UFC 295,Tabatha Ricci,Lupita Godinez,Lupita Godinez,2.8,1.59,Tabatha Ricci,Lupita Godinez
4103,UFC 295,Alessandro Costa,Steve Erceg,Steve Erceg,3,1.53,Alessandro Costa,Steve Erceg
4104,UFC 295,Mateusz Rebecki,Roosevelt Roberts,Mateusz Rebecki,1.14,6.7,Roosevelt Roberts,Mateusz Rebecki
4105,UFC 295,Jared Gordon,Mark O. Madsen,Jared Gordon,1.53,2.9,Mark O. Madsen,Jared Gordon
4106,UFC 295,Kyung Ho Kang,John Castaneda,John Castaneda,2.2,1.91,Kyung Ho Kang,John Castaneda
4107,UFC 295,Joshua Van,Kevin Borjas,Joshua Van,1.44,3.05,Kevin Borjas,Joshua Van
4108,UFC 295,Jamall Emmers,Dennis Buzukja,Jamall Emmers,1.42,3.1,Dennis Buzukja,Jamall Emmers
4109,UFC Fight Night: Allen vs. Craig,Brendan Allen,Paul Craig,Brendan Allen,1.23,4.6,Paul Craig,Brendan Allen
4110,UFC Fight Night: Allen vs. Craig,Jake Matthews,Michael Morales,Michael Morales,3.75,1.33,Jake Matthews,Michael Morales
4111,UFC Fight Night: Allen vs. Craig,Jordan Leavitt,Chase Hooper,Chase Hooper,2.72,1.51,Jordan Leavitt,Chase Hooper
4112,UFC Fight Night: Allen vs. Craig,Payton Talbott,Nick Aguirre,Payton Talbott,1.14,7,Nick Aguirre,Payton Talbott
4113,UFC Fight Night: Allen vs. Craig,Amanda Ribas,Luana Pinheiro,Amanda Ribas,1.54,3,Luana Pinheiro,Amanda Ribas
